label,wordsPerMinute,attention,browFurrow,browRaise,cheekRaise,chinRaise,dimpler,eyeClosure,eyeWiden,innerBrowRaise,jawDrop,lidTighten,lipCornerDepressor,lipPress,lipPucker,lipSuck,mouthOpen,noseWrinkle,smile,smirk,upperLipRaise,active_socialNetwork,active_shopping,active_entertainment,active_general,active_work,active_other,open_socialNetwork,open_shopping,open_entertainment,open_general,open_work
1,15.0,98.30792236328125,4.407840151543496e-06,0.741948664188385,0.00011975094821536914,0.09983591735363007,16.96363067626953,2.567612572210165e-12,0.3780573010444641,13.97665023803711,0.0005549796624109149,0.004814472980797291,0.0009502984466962516,0.5055753588676453,0.00014324273797683418,0.019717693328857422,0.00013909750850871205,0.00032546246075071394,3.623145872211353e-08,0.5712059140205383,2.184007428240875e-07,0,0,0,0,0,1,0,0,0,0,2
1,15.0,98.03720092773438,4.9971094995271415e-06,0.23910757899284363,0.0052935113199055195,0.008509530685842037,0.005694249644875526,9.401334182257415e-07,9.845023155212402,0.27308279275894165,0.5245378613471985,0.052261024713516235,0.0012401285348460078,0.0024658837355673313,0.00048824038822203875,0.009660464711487293,1.1394706964492798,0.008493486791849136,7.297545323581289e-08,0.0017933903727680445,1.1617064956226386e-05,0,0,0,0,0,1,0,0,0,0,2
1,15.0,98.03720092773438,4.9971094995271415e-06,0.23910757899284363,0.0052935113199055195,0.008509530685842037,0.005694249644875526,9.401334182257415e-07,9.845023155212402,0.27308279275894165,0.5245378613471985,0.052261024713516235,0.0012401285348460078,0.0024658837355673313,0.00048824038822203875,0.009660464711487293,1.1394706964492798,0.008493486791849136,7.297545323581289e-08,0.0017933903727680445,1.1617064956226386e-05,0,0,0,0,0,1,0,0,0,0,2
1,15.0,98.68106842041016,0.00010106822446687147,0.5891903638839722,7.924930105218664e-05,0.005862440448254347,0.004170688800513744,8.311923198334181e-13,1.531112790107727,2.3229424953460693,0.10570045560598373,0.024976063519716263,0.0008630692027509212,0.01037569995969534,0.02092297188937664,0.009972936473786831,0.28788435459136963,0.006888606119900942,3.179347629611584e-08,0.0076046474277973175,2.1764593839179724e-05,0,0,0,0,0,1,0,0,0,0,2
1,15.0,98.51789855957031,1.591862746863626e-05,9.547218322753906,0.002177407266572118,1.347119688987732,0.006760681513696909,98.00816345214844,0.29152095317840576,3.465064525604248,0.7788506746292114,0.06712167710065842,3.9855663776397705,0.015415789559483528,4.670810699462891,0.0016678771935403347,0.14453007280826569,0.020755311474204063,1.611380895383263e-08,0.0009697493514977396,7.472951983800158e-05,0,0,0,0,0,1,0,0,0,0,2
1,15.0,98.16787719726562,1.31775877889595e-05,2.965900421142578,0.001146287308074534,9.983611106872559,0.09780905395746231,1.6433699887019593e-11,50.03618621826172,3.913928270339966,0.44126078486442566,0.04308532923460007,0.8080580234527588,0.05099533125758171,1.1036946773529053,0.0024287267588078976,0.13627108931541443,0.0036397920921444893,7.29267526367039e-08,0.0011791669530794024,0.00018616116722114384,0,0,0,0,0,1,0,0,0,0,2
1,15.0,98.66043090820312,0.00016098962805699557,0.23281534016132355,0.00010635372746037319,0.002172684296965599,0.01776770129799843,1.6929768351103824e-11,16.604276657104492,0.4055298864841461,0.08065401017665863,0.02828836999833584,0.004761908203363419,0.28356844186782837,0.5210403203964233,0.015414467081427574,0.2109689861536026,0.003955468535423279,2.3563718087871166e-08,0.006523605436086655,3.134971484541893e-05,0,0,0,0,0,1,0,0,0,0,2
1,15.0,97.22059631347656,2.575993903519702e-06,69.84363555908203,46.639747619628906,4.1528605834173504e-06,0.0381130576133728,91.22563934326172,32.54114532470703,0.1773473471403122,0.0036097909323871136,0.1279022991657257,0.001165030524134636,0.3705735206604004,0.020018670707941055,9.337076667392807e-10,0.0046875253319740295,81.15322875976562,3.931311276517135e-09,40.95476150512695,0.00035013482556678355,0,0,0,0,0,1,0,0,0,0,2
1,15.0,98.72633361816406,4.9073649279307574e-05,0.7785449028015137,0.01001086737960577,0.8663797974586487,99.88916778564453,1.4597603126276226e-07,0.0979313850402832,0.12396354228258133,0.0001345215132459998,0.05009889602661133,6.804368604207411e-05,99.97622680664062,0.0009579635225236416,99.77515411376953,0.00019379198784008622,0.000703078752849251,1.549131775391288e-05,49.020057678222656,3.865688142923318e-07,0,0,0,0,0,1,0,0,0,0,2
1,15.0,98.72633361816406,4.9073649279307574e-05,0.7785449028015137,0.01001086737960577,0.8663797974586487,99.88916778564453,1.4597603126276226e-07,0.0979313850402832,0.12396354228258133,0.0001345215132459998,0.05009889602661133,6.804368604207411e-05,99.97622680664062,0.0009579635225236416,99.77515411376953,0.00019379198784008622,0.000703078752849251,1.549131775391288e-05,49.020057678222656,3.865688142923318e-07,0,0,0,0,0,1,0,0,0,0,2
