label,wordsPerMinute,attention,browFurrow,browRaise,cheekRaise,chinRaise,dimpler,eyeClosure,eyeWiden,innerBrowRaise,jawDrop,lidTighten,lipCornerDepressor,lipPress,lipPucker,lipSuck,mouthOpen,noseWrinkle,smile,smirk,upperLipRaise,active_socialNetwork,active_shopping,active_entertainment,active_general,active_work,active_other,open_socialNetwork,open_shopping,open_entertainment,open_general,open_work
1,0.9302325581395349,96.45410919189453,1.231722126249224e-05,15.731501579284668,0.002644783351570368,8.522896766662598,5.949140548706055,3.6304719230884075e-08,0.08634094893932343,2.64823579788208,0.13022679090499878,0.006284753326326609,0.9243552684783936,1.4164460897445679,0.13839198648929596,0.0168185755610466,0.018597610294818878,0.0016820600721985102,3.149021722492762e-05,0.0028345328755676746,1.4377162642631447e-06,0,0,0,0,1,0,0,0,0,0,1
1,16.0,93.3563232421875,2.844293248926988e-06,10.083430290222168,0.12045445293188095,31.737407684326172,1.0072593688964844,5.6083826471819975e-09,0.02394876815378666,0.37673962116241455,0.5638816952705383,0.006411928683519363,2.0519981384277344,0.21270865201950073,0.11999660730361938,0.07232525944709778,0.009327508509159088,0.001271490124054253,2.5739391276147217e-05,0.0021650062408298254,9.13371786737116e-06,0,0,0,0,1,0,0,0,0,0,1
1,16.0,94.6639404296875,7.46607884138939e-06,0.10733231902122498,0.029978234320878983,64.21035766601562,5.190954208374023,7.777306564094033e-06,0.001919320086017251,0.6861298084259033,0.6159355044364929,0.059658125042915344,13.819140434265137,0.11277174204587936,1.0619590282440186,0.011049320921301842,0.015019258484244347,0.004467941354960203,0.00017394150199834257,0.00033717459882609546,3.569860928109847e-05,0,0,0,0,1,0,0,0,0,0,1
1,16.0,95.85505676269531,2.054251126537565e-06,0.43907561898231506,0.006973045878112316,87.19731140136719,4.013439655303955,1.071045474532184e-07,0.10257311910390854,1.1672413349151611,0.24322094023227692,0.015686729922890663,10.527667045593262,0.3718520402908325,0.4287729561328888,0.011279179714620113,0.014552458189427853,0.0018430426716804504,0.00017580564599484205,0.00043141288915649056,1.3354517250263598e-05,0,0,0,0,1,0,0,0,0,0,1
1,16.0,97.00765228271484,3.0194505598046817e-05,0.13985976576805115,0.09117411822080612,58.2425651550293,2.2864573001861572,0.0067817447707057,0.013560946099460125,0.14499029517173767,0.4162149429321289,0.029259437695145607,1.0833849906921387,0.20711550116539001,0.09471884369850159,0.007213689386844635,0.014881393872201443,0.0045518819242715836,0.00011860597442137077,0.0002532267535571009,1.037832407746464e-05,0,0,0,0,1,0,0,0,0,0,1
1,16.0,96.58859252929688,1.900889037642628e-05,0.407482773065567,0.09674942493438721,39.01272964477539,0.1955794394016266,0.000151049840496853,0.05317630246281624,0.17585209012031555,0.19906294345855713,0.4475019872188568,0.7917210459709167,0.09656230360269547,0.1491563469171524,0.03309938684105873,0.015237540006637573,0.00791751779615879,4.064002132508904e-05,0.0010429142275825143,9.756714462128002e-06,0,0,0,0,1,0,0,0,0,0,1
1,16.0,96.37383270263672,5.13788882017252e-06,5.130496025085449,0.00011262078623985872,16.981685638427734,1.1711467504501343,6.382696682294409e-08,0.745396614074707,1.9466581344604492,0.09912650287151337,0.03590529412031174,0.3277897238731384,0.13954493403434753,0.43454283475875854,0.018441950902342796,0.007320987060666084,0.002792058978229761,4.1664636228233576e-05,0.001776181859895587,2.1176583686610684e-05,0,0,0,0,1,0,0,0,0,0,1
1,16.0,95.94911193847656,3.3365097351634176e-06,5.356891632080078,0.0001046473698806949,4.68711519241333,0.18595337867736816,1.6917022466659546,0.11313537508249283,1.439682960510254,0.07642479240894318,0.04037535935640335,0.26312559843063354,0.0339101143181324,1.115370273590088,0.005757979117333889,0.006114129908382893,0.007308166939765215,2.8727017706842162e-05,0.002880822168663144,1.4095525330048986e-05,0,0,0,0,1,0,0,0,0,0,1
1,16.0,95.59634399414062,1.2827917998947669e-05,0.30336153507232666,0.030351724475622177,19.426557540893555,0.13215112686157227,1.8574636939661104e-08,0.017669644206762314,0.4960974156856537,0.0629836916923523,0.020244749262928963,0.08141978830099106,0.15966060757637024,0.2819306552410126,0.14488975703716278,0.00512642040848732,0.004743253346532583,9.91013876046054e-05,0.0023495254572480917,1.6977010091068223e-05,0,0,0,0,1,0,0,0,0,0,1
1,16.0,95.59634399414062,1.2827917998947669e-05,0.30336153507232666,0.030351724475622177,19.426557540893555,0.13215112686157227,1.8574636939661104e-08,0.017669644206762314,0.4960974156856537,0.0629836916923523,0.020244749262928963,0.08141978830099106,0.15966060757637024,0.2819306552410126,0.14488975703716278,0.00512642040848732,0.004743253346532583,9.91013876046054e-05,0.0023495254572480917,1.6977010091068223e-05,0,0,0,0,1,0,0,0,0,0,1
1,16.0,97.55504608154297,0.000551829463802278,0.1717342734336853,0.032535798847675323,5.6070027351379395,0.4853717088699341,1.2127810578022036e-07,0.02408604696393013,0.5815477967262268,0.13066671788692474,0.04538064822554588,0.009985611774027348,0.39798101782798767,0.022299837321043015,0.13951840996742249,0.004534235689789057,0.006040753331035376,1.1310110494378023e-05,0.000468468148028478,9.33794945012778e-06,0,0,0,0,1,0,0,0,0,0,1
1,16.0,97.12002563476562,4.128535874770023e-05,0.4776087999343872,0.01635831966996193,14.45958423614502,0.33976036310195923,1.6176976203041704e-07,0.02208464778959751,0.3124707341194153,0.13929682970046997,0.029195429757237434,0.021071461960673332,0.36096227169036865,0.02108526974916458,0.08928503096103668,0.003118180437013507,0.004594108555465937,3.611007286963286e-06,0.0003068961959797889,6.760392807336757e-06,0,0,0,0,1,0,0,0,0,0,1
1,16.0,97.77317810058594,2.3630585928913206e-05,0.4394954442977905,0.0522770918905735,2.148872137069702,0.4246538579463959,7.496921898564324e-05,0.4327481687068939,0.41021496057510376,0.09306050837039948,0.19113227725028992,0.008737409487366676,0.0810592770576477,0.04612793028354645,0.06485818326473236,0.009416564367711544,0.007328956387937069,4.220174378133379e-05,0.0015100643504410982,9.142641829384957e-06,0,0,0,0,1,0,0,0,0,0,1
1,84.0,96.60399627685547,4.814169369637966e-05,0.2817755937576294,0.014257073402404785,6.533031940460205,0.6508517265319824,3.5857329550026407e-08,0.15131428837776184,0.43536177277565,0.09978894144296646,0.013193664140999317,0.005601917393505573,0.7868126034736633,0.248626708984375,0.056601833552122116,0.014451306313276291,0.002535336185246706,1.9885594156221487e-05,0.0015103917103260756,7.786613423377275e-06,0,0,0,0,1,0,0,0,0,0,1
1,84.0,97.53907012939453,4.041541978949681e-05,0.1253964900970459,0.004397111013531685,5.129427433013916,0.4587566554546356,7.603531315680812e-08,0.04477057605981827,0.16618748009204865,0.13064326345920563,0.023495811969041824,0.012327921576797962,0.41817179322242737,0.12133428454399109,0.03401743620634079,0.00967146921902895,0.0011116889072582126,2.1028827177360654e-05,0.0022353362292051315,7.681993338337634e-06,0,0,0,0,1,0,0,0,0,0,1
1,84.0,97.8373794555664,2.3712351321591996e-05,0.21539582312107086,0.0073218317702412605,4.556049823760986,0.057390809059143066,6.798084359616041e-05,0.3880402743816376,0.2019665390253067,0.10893698781728745,0.33697545528411865,0.029122453182935715,0.06915432214736938,0.02181829698383808,0.014384189620614052,0.008758807554841042,0.006900171283632517,1.2886941931355977e-06,0.0007746571791358292,1.2261691153980792e-05,0,0,0,0,1,0,0,0,0,0,1
1,84.0,97.96544647216797,1.3672591194335837e-05,0.3734923303127289,0.013425272889435291,6.052934169769287,0.038491375744342804,9.860883437795565e-06,0.20109373331069946,0.22935453057289124,0.15912894904613495,0.17639902234077454,0.015644127503037453,0.11687612533569336,0.06397875398397446,0.022844893857836723,0.01029187347739935,0.013165310956537724,1.2690336006926373e-05,0.0012518360745161772,5.716160558222327e-06,0,0,0,0,1,0,0,0,0,0,1
1,84.0,97.96544647216797,1.3672591194335837e-05,0.3734923303127289,0.013425272889435291,6.052934169769287,0.038491375744342804,9.860883437795565e-06,0.20109373331069946,0.22935453057289124,0.15912894904613495,0.17639902234077454,0.015644127503037453,0.11687612533569336,0.06397875398397446,0.022844893857836723,0.01029187347739935,0.013165310956537724,1.2690336006926373e-05,0.0012518360745161772,5.716160558222327e-06,0,0,0,0,1,0,0,0,0,0,1
1,84.0,98.26091766357422,0.00012128437811043113,0.41721221804618835,0.00948827713727951,2.4200215339660645,0.032734982669353485,5.725167284253985e-05,0.735805869102478,0.22629986703395844,0.17261138558387756,0.16612127423286438,0.01131412386894226,0.09226134419441223,0.057102035731077194,0.0061231739819049835,0.009895523078739643,0.005313321482390165,4.556320618576137e-06,0.0019384745974093676,5.6401872825517785e-06,0,0,0,0,1,0,0,0,0,0,1
1,84.0,97.59951782226562,3.2641539291944355e-05,0.555066704750061,0.0013949875719845295,0.34002265334129333,0.018920186907052994,4.177681312000914e-09,0.05254741385579109,0.19903632998466492,0.08815902471542358,0.006064562126994133,0.001964407507330179,0.18380527198314667,0.2661724090576172,0.004652814473956823,0.010970192961394787,0.001805888139642775,2.7473435693536885e-05,0.0015269527211785316,1.0230040061287582e-05,0,0,0,0,1,0,0,0,0,0,1
1,84.0,97.50528717041016,7.640448893653229e-05,0.5084058046340942,0.0012580176116898656,0.4659884572029114,0.05847201496362686,1.6003816938336968e-08,0.014197097159922123,0.1714833378791809,0.07497889548540115,0.010873721912503242,0.0021631470881402493,0.05943632498383522,0.3871803283691406,0.0227734986692667,0.006033884361386299,0.0012513838009908795,5.593360583588947e-06,0.005029486492276192,1.5217905456665903e-05,0,0,0,0,1,0,0,0,0,0,1
1,84.0,97.50528717041016,7.640448893653229e-05,0.5084058046340942,0.0012580176116898656,0.4659884572029114,0.05847201496362686,1.6003816938336968e-08,0.014197097159922123,0.1714833378791809,0.07497889548540115,0.010873721912503242,0.0021631470881402493,0.05943632498383522,0.3871803283691406,0.0227734986692667,0.006033884361386299,0.0012513838009908795,5.593360583588947e-06,0.005029486492276192,1.5217905456665903e-05,0,0,0,0,1,0,0,0,0,0,1
1,84.0,97.92237854003906,2.713350477279164e-05,0.5128269791603088,0.002782232593744993,4.324509620666504,0.06946919858455658,1.0526177618430665e-07,0.058594997972249985,0.1333610564470291,0.4322581887245178,0.019641174003481865,0.0021375915966928005,0.08068806678056717,0.06057523563504219,0.01074817031621933,0.09061992168426514,0.0028895533178001642,2.905779183492996e-06,0.00033153395634144545,2.3147975298343226e-05,0,0,0,0,1,0,0,0,0,0,1
1,84.0,98.24085998535156,4.176954462309368e-05,0.3232695162296295,0.007132304832339287,0.43196049332618713,0.05150165036320686,2.5311974738428944e-08,0.10800949484109879,0.30057743191719055,0.10925838351249695,0.009961388073861599,0.001148211769759655,0.07172535359859467,0.17253892123699188,0.010715769603848457,0.020552828907966614,0.0012034125393256545,2.4190736439777538e-05,0.0018964367918670177,2.7898518965230323e-05,0,0,0,0,1,0,0,0,0,0,1
1,84.0,97.8741226196289,2.9308026569196954e-05,0.44414564967155457,0.01183468010276556,0.6849762797355652,0.04709067940711975,1.669773155299481e-05,1.117391586303711,0.3244837820529938,0.11365403234958649,0.01617094688117504,0.0021310090087354183,0.15787355601787567,0.06434274464845657,0.006760075688362122,0.013797146268188953,0.004936319775879383,2.1732405002694577e-05,0.0008538963156752288,1.69603263202589e-05,0,0,0,0,1,0,0,0,0,0,1
